Shop_Name,Location,Date,Product_Type,Brand,Quantity_Sold,Unit_Price,Payment_Mode,Customer_Age
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-06,Whisky,,4.0,180,Cash,21.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-22,Beer,Signature,20.0,750,UPI,60.0
Teja Wines – SN Padu,SN Padu,2025-10-04,Rum,Bacardi,,120,Cash,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-11,Vodka,Royal Stag,4.0,300,,39.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-19,Beer,Smirnoff,20.0,220,Cash,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-31,Whisky,Royal Stag,10.0,300,Card,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-24,Vodka,Kingfisher,2.0,90,Cash,44.0
Teja Wines – Ongole,Ongole,2025-12-22,Brandy,,,1000,Card,61.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-09,Vodka,Bacardi,120.0,90,UPI,33.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-06,Vodka,Royal Stag,2.0,150,UPI,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-12,Wine,McDowell's,1.0,180,UPI,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-31,Brandy,Smirnoff,,300,UPI,43.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-03,Beer,Royal Stag,3.0,750,Card,45.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-04,Wine,McDowell's,2.0,220,Card,54.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-07,Whisky,Kingfisher,1.0,180,,29.0
Teja Wines – SN Padu,SN Padu,2025-09-29,Rum,McDowell's,3.0,300,Cash,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-29,Beer,Smirnoff,,300,Card,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-06,Vodka,Bacardi,1.0,120,Cash,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-11,Wine,Royal Stag,5.0,300,Card,56.0
Teja Wines – SN Padu,SN Padu,2025-07-25,Beer,Smirnoff,5.0,500,Card,56.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-30,Wine,Royal Stag,120.0,750,UPI,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-14,Rum,Bacardi,,150,Cash,60.0
Teja Wines – Ongole,Ongole,2025-12-23,Vodka,McDowell's,10.0,500,Card,61.0
Teja Wines – SN Padu,SN Padu,2025-08-18,Beer,McDowell's,10.0,120,Cash,58.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-26,Rum,Smirnoff,5.0,500,Cash,47.0
Teja Wines – SN Padu,SN Padu,2025-09-16,Rum,McDowell's,,220,UPI,56.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-05,Wine,Smirnoff,2.0,220,,41.0
Teja Wines – SN Padu,SN Padu,2025-12-23,Vodka,Kingfisher,3.0,90,,48.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-16,Brandy,Bacardi,4.0,120,,61.0
Teja Wines – Ongole,Ongole,2025-09-06,Whisky,Smirnoff,,500,,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-28,Wine,Bacardi,3.0,90,Card,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-27,Brandy,McDowell's,3.0,500,Cash,45.0
Teja Wines – SN Padu,SN Padu,2025-12-24,Beer,Kingfisher,10.0,90,Card,
Teja Wines – Kothapatnam,Kothapatnam,2025-08-14,Wine,McDowell's,,500,Card,32.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-20,Whisky,Bacardi,3.0,750,Card,42.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-11,Rum,Bacardi,2.0,120,UPI,59.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-16,Brandy,Smirnoff,10.0,500,Cash,50.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-03,Brandy,Kingfisher,1.0,500,Cash,54.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-27,Wine,Smirnoff,5.0,90,Cash,56.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-09,Vodka,,,150,Cash,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-09,Whisky,McDowell's,3.0,750,,28.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-28,Wine,Kingfisher,1.0,300,UPI,23.0
Teja Wines – SN Padu,SN Padu,2025-12-19,Brandy,,2.0,500,Cash,32.0
Teja Wines – SN Padu,SN Padu,2025-09-27,Whisky,Signature,4.0,150,UPI,50.0
Teja Wines – SN Padu,SN Padu,2025-12-19,Vodka,,5.0,90,Cash,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-09,Whisky,Bacardi,2.0,300,Card,56.0
Teja Wines – SN Padu,SN Padu,2025-11-08,Rum,,10.0,750,,51.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-30,Wine,McDowell's,20.0,150,UPI,37.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-25,Whisky,,4.0,220,Card,26.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-14,Vodka,Smirnoff,3.0,500,Card,23.0
Teja Wines – SN Padu,SN Padu,2025-08-18,Wine,Bacardi,1.0,1000,,39.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-14,Brandy,Smirnoff,1.0,120,Cash,62.0
Teja Wines – SN Padu,SN Padu,2025-12-07,Beer,Signature,,120,,64.0
Teja Wines – SN Padu,SN Padu,2025-10-16,Wine,Royal Stag,10.0,300,Card,22.0
Teja Wines – Ongole,Ongole,2025-10-25,Wine,Bacardi,,150,UPI,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-31,Wine,Bacardi,1.0,120,Card,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-23,Brandy,,5.0,120,Card,33.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-22,Whisky,Smirnoff,10.0,220,Card,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-11,Brandy,Kingfisher,,500,,23.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-24,Vodka,McDowell's,5.0,90,UPI,53.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-17,Brandy,Smirnoff,2.0,300,UPI,56.0
Teja Wines – SN Padu,SN Padu,2025-12-16,Beer,Bacardi,2.0,500,Cash,20.0
Teja Wines – SN Padu,SN Padu,2025-08-05,Rum,Smirnoff,10.0,750,UPI,48.0
Teja Wines – SN Padu,SN Padu,2025-12-08,Wine,Smirnoff,,220,Card,52.0
Teja Wines – SN Padu,SN Padu,2025-07-13,Vodka,McDowell's,20.0,750,UPI,51.0
Teja Wines – SN Padu,SN Padu,2025-10-21,Beer,Bacardi,3.0,300,Cash,39.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-15,Whisky,,4.0,1000,,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-07,Vodka,Signature,20.0,300,Card,54.0
Teja Wines – Ongole,Ongole,2025-12-07,Rum,Signature,10.0,300,UPI,42.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-21,Wine,Bacardi,4.0,500,,40.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-10,Beer,,3.0,220,Card,29.0
Teja Wines – Ongole,Ongole,2025-10-07,Brandy,Smirnoff,5.0,180,Card,53.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-16,Brandy,Royal Stag,,300,Card,23.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-29,Brandy,Smirnoff,4.0,1000,,24.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Brandy,McDowell's,1.0,1000,,22.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-31,Beer,Kingfisher,3.0,150,Cash,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-31,Beer,Royal Stag,2.0,500,,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-04,Beer,,1.0,750,Cash,28.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-04,Whisky,Royal Stag,10.0,220,Cash,63.0
Teja Wines – Ongole,Ongole,2025-12-29,Beer,Smirnoff,10.0,180,Cash,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-11,Vodka,McDowell's,10.0,220,Card,58.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-27,Whisky,Signature,,750,Cash,42.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-26,Beer,Royal Stag,4.0,150,Card,30.0
Teja Wines – Ongole,Ongole,2025-09-02,Brandy,McDowell's,4.0,500,Cash,51.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-19,Vodka,Signature,,500,,37.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-19,Vodka,Signature,2.0,150,UPI,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-05,Vodka,Bacardi,20.0,500,,33.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-28,Whisky,Royal Stag,4.0,300,Cash,50.0
Teja Wines – SN Padu,SN Padu,2025-11-09,Beer,Kingfisher,1.0,180,UPI,36.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-17,Whisky,Royal Stag,2.0,1000,Card,19.0
Teja Wines – SN Padu,SN Padu,2025-11-30,Brandy,Smirnoff,4.0,500,Cash,34.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-18,Whisky,Smirnoff,4.0,500,UPI,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-31,Vodka,,20.0,180,UPI,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-12,Brandy,McDowell's,2.0,180,Card,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-30,Wine,Smirnoff,4.0,300,Card,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-04,Brandy,Signature,,150,Card,55.0
Teja Wines – SN Padu,SN Padu,2025-10-12,Vodka,Bacardi,4.0,500,UPI,50.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-07,Wine,Kingfisher,1.0,500,Card,54.0
Teja Wines – SN Padu,SN Padu,2025-10-16,Brandy,McDowell's,,120,,52.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-02,Vodka,Kingfisher,,220,,24.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-05,Rum,,3.0,180,UPI,40.0
Teja Wines – SN Padu,SN Padu,2025-07-05,Brandy,,1.0,220,Cash,55.0
Teja Wines – Ongole,Ongole,2025-07-18,Rum,Royal Stag,5.0,1000,Card,57.0
Teja Wines – Ongole,Ongole,2025-10-18,Beer,Royal Stag,,300,,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-18,Vodka,,2.0,300,Card,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-07,Rum,McDowell's,10.0,1000,,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-22,Rum,Bacardi,,300,,54.0
Teja Wines – SN Padu,SN Padu,2025-10-16,Wine,Royal Stag,,1000,Card,42.0
Teja Wines – Ongole,Ongole,2025-09-14,Rum,,10.0,220,,44.0
Teja Wines – SN Padu,SN Padu,2025-07-29,Vodka,McDowell's,2.0,150,Cash,30.0
Teja Wines – SN Padu,SN Padu,2025-11-17,Beer,Royal Stag,,750,Cash,39.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-25,Wine,,10.0,120,UPI,55.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-07,Wine,Smirnoff,1.0,500,Cash,39.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-25,Rum,Royal Stag,,90,Cash,52.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-25,Beer,Kingfisher,10.0,750,,63.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-26,Vodka,Signature,5.0,150,UPI,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-09,Beer,Signature,1.0,180,Card,32.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-09,Whisky,McDowell's,2.0,500,Card,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-24,Beer,Signature,20.0,220,Card,
Teja Wines – Ongole,Ongole,2025-12-06,Vodka,,3.0,90,UPI,64.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Whisky,McDowell's,20.0,750,Cash,44.0
Teja Wines – SN Padu,SN Padu,2025-08-25,Rum,Royal Stag,4.0,300,,32.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-26,Brandy,McDowell's,10.0,300,Cash,36.0
Teja Wines – SN Padu,SN Padu,2025-12-13,Beer,Royal Stag,1.0,220,Card,46.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-20,Beer,Signature,3.0,300,UPI,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-16,Wine,Royal Stag,1.0,300,Card,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-16,Brandy,Bacardi,1.0,90,Card,40.0
Teja Wines – Ongole,Ongole,2025-08-05,Wine,McDowell's,1.0,1000,Card,52.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-20,Beer,McDowell's,2.0,750,Cash,25.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-21,Vodka,Smirnoff,10.0,300,Cash,53.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-25,Vodka,Kingfisher,,1000,Cash,23.0
Teja Wines – Ongole,Ongole,2025-10-30,Vodka,Bacardi,,1000,Card,39.0
Teja Wines – SN Padu,SN Padu,2025-07-17,Whisky,Royal Stag,3.0,120,Card,20.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-25,Whisky,Kingfisher,20.0,120,UPI,35.0
Teja Wines – Ongole,Ongole,2025-09-13,Whisky,,20.0,750,UPI,24.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-22,Whisky,Royal Stag,,750,UPI,30.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-04,Beer,Kingfisher,,120,Cash,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-06,Whisky,Royal Stag,3.0,500,UPI,62.0
Teja Wines – Ongole,Ongole,2025-11-30,Beer,Smirnoff,20.0,220,Cash,64.0
Teja Wines – Ongole,Ongole,2025-07-03,Rum,Signature,5.0,220,Cash,30.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-07,Vodka,,5.0,90,Card,53.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-05,Rum,McDowell's,4.0,220,,25.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-24,Rum,Signature,1.0,220,UPI,22.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-30,Rum,Royal Stag,10.0,150,,46.0
Teja Wines – SN Padu,SN Padu,2025-12-18,Beer,McDowell's,20.0,300,,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-25,Brandy,Smirnoff,10.0,750,Card,60.0
Teja Wines – SN Padu,SN Padu,2025-12-27,Vodka,McDowell's,20.0,180,Card,20.0
Teja Wines – Ongole,Ongole,2025-12-25,Brandy,Bacardi,10.0,1000,Cash,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-09,Brandy,Bacardi,4.0,90,UPI,31.0
Teja Wines – Ongole,Ongole,2025-07-12,Beer,Smirnoff,1.0,150,,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-11,Whisky,McDowell's,5.0,300,Card,48.0
Teja Wines – Ongole,Ongole,2025-12-20,Beer,Smirnoff,20.0,90,UPI,33.0
Teja Wines – SN Padu,SN Padu,2025-11-30,Wine,Signature,4.0,150,UPI,58.0
Teja Wines – Ongole,Ongole,2025-08-10,Brandy,Signature,10.0,120,Card,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-08,Wine,Smirnoff,5.0,180,Cash,26.0
Teja Wines – Ongole,Ongole,2025-11-11,Whisky,Signature,4.0,1000,UPI,33.0
Teja Wines – SN Padu,SN Padu,2025-10-21,Wine,Smirnoff,5.0,1000,,46.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-09,Rum,Bacardi,20.0,150,,51.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-13,Vodka,Smirnoff,5.0,1000,UPI,50.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-14,Vodka,,10.0,1000,Card,26.0
Teja Wines – Ongole,Ongole,2025-08-13,Rum,McDowell's,5.0,1000,UPI,50.0
Teja Wines – Ongole,Ongole,2025-09-01,Wine,Signature,1.0,1000,Cash,41.0
Teja Wines – Ongole,Ongole,2025-12-17,Rum,Kingfisher,,750,UPI,43.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-21,Vodka,Royal Stag,3.0,150,Card,36.0
Teja Wines – SN Padu,SN Padu,2025-10-24,Whisky,Royal Stag,1.0,500,,54.0
Teja Wines – SN Padu,SN Padu,2025-11-02,Brandy,Smirnoff,5.0,750,Card,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-29,Whisky,Kingfisher,3.0,300,UPI,38.0
Teja Wines – SN Padu,SN Padu,2025-12-04,Brandy,Kingfisher,10.0,1000,Card,52.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-05,Wine,McDowell's,5.0,150,UPI,39.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-06,Brandy,Bacardi,20.0,750,UPI,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-11,Brandy,Smirnoff,1.0,500,Cash,63.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-10,Rum,Kingfisher,10.0,150,Card,18.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-30,Beer,Royal Stag,2.0,180,UPI,32.0
Teja Wines – SN Padu,SN Padu,2025-10-29,Vodka,Signature,3.0,220,Card,20.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-04,Wine,Kingfisher,20.0,750,Card,44.0
Teja Wines – SN Padu,SN Padu,2025-12-06,Whisky,McDowell's,2.0,120,UPI,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-24,Vodka,,20.0,150,Card,33.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Whisky,Royal Stag,1.0,220,Card,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-08,Beer,Royal Stag,1.0,90,UPI,46.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-05,Wine,Kingfisher,10.0,150,,29.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-01,Rum,,5.0,1000,Cash,58.0
Teja Wines – Ongole,Ongole,2025-10-10,Vodka,Bacardi,1.0,500,,25.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-19,Rum,Smirnoff,5.0,120,Card,49.0
Teja Wines – SN Padu,SN Padu,2025-11-11,Whisky,Royal Stag,5.0,1000,,47.0
Teja Wines – SN Padu,SN Padu,2025-12-27,Brandy,,1.0,750,Card,22.0
Teja Wines – Ongole,Ongole,2025-10-16,Wine,Signature,5.0,300,Cash,32.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-17,Beer,Smirnoff,1.0,300,Cash,30.0
Teja Wines – SN Padu,SN Padu,2025-12-27,Whisky,Bacardi,20.0,120,Card,45.0
Teja Wines – SN Padu,SN Padu,2025-07-23,Beer,Smirnoff,2.0,180,Card,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-01,Vodka,Smirnoff,10.0,180,,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-05,Whisky,McDowell's,4.0,1000,UPI,49.0
Teja Wines – SN Padu,SN Padu,2025-09-26,Rum,Smirnoff,3.0,150,,30.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-12,Rum,Signature,10.0,750,,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-02,Whisky,McDowell's,2.0,500,,59.0
Teja Wines – SN Padu,SN Padu,2025-08-30,Brandy,Smirnoff,20.0,150,Cash,28.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-23,Beer,Smirnoff,10.0,500,,38.0
Teja Wines – Ongole,Ongole,2025-08-16,Wine,,5.0,150,UPI,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-21,Vodka,Bacardi,2.0,120,,43.0
Teja Wines – Ongole,Ongole,2025-12-17,Brandy,McDowell's,20.0,750,Card,61.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-05,Rum,Bacardi,20.0,1000,,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-06,Beer,Smirnoff,1.0,180,UPI,22.0
Teja Wines – Ongole,Ongole,2025-09-03,Rum,,,90,Cash,45.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-20,Whisky,,4.0,500,Card,23.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-17,Rum,Royal Stag,3.0,750,UPI,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-27,Beer,Bacardi,5.0,120,UPI,58.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-01,Brandy,Royal Stag,2.0,180,Cash,25.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-12,Wine,,,150,Cash,55.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-13,Beer,Royal Stag,2.0,120,UPI,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-14,Whisky,Bacardi,20.0,90,Cash,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-06,Brandy,Smirnoff,5.0,500,Cash,50.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-20,Brandy,McDowell's,,300,,44.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-14,Beer,Kingfisher,2.0,150,UPI,24.0
Teja Wines – Ongole,Ongole,2025-12-01,Whisky,Smirnoff,4.0,120,Cash,35.0
Teja Wines – SN Padu,SN Padu,2025-12-25,Rum,Bacardi,1.0,120,Cash,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-30,Rum,Smirnoff,5.0,500,Card,33.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-22,Rum,,,750,Card,60.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-29,Vodka,Bacardi,,300,Cash,51.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-10,Whisky,,4.0,150,Card,60.0
Teja Wines – Ongole,Ongole,2025-07-23,Wine,McDowell's,10.0,150,,41.0
Teja Wines – SN Padu,SN Padu,2025-07-19,Beer,Bacardi,3.0,1000,,60.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-08,Vodka,Kingfisher,3.0,180,Cash,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-15,Wine,McDowell's,1.0,500,,30.0
Teja Wines – Ongole,Ongole,2025-08-29,Beer,Signature,5.0,150,UPI,61.0
Teja Wines – Ongole,Ongole,2025-07-13,Whisky,Signature,2.0,220,,44.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-05,Wine,McDowell's,10.0,220,UPI,59.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-31,Wine,Bacardi,,500,Card,29.0
Teja Wines – SN Padu,SN Padu,2025-09-23,Brandy,Signature,5.0,500,UPI,33.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-24,Whisky,Royal Stag,3.0,150,Card,
Teja Wines – Ongole,Ongole,2025-09-29,Rum,McDowell's,4.0,120,UPI,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-13,Rum,McDowell's,2.0,180,UPI,52.0
Teja Wines – Ongole,Ongole,2025-08-25,Beer,Bacardi,5.0,1000,Card,44.0
Teja Wines – Ongole,Ongole,2025-09-22,Wine,Signature,2.0,120,UPI,36.0
Teja Wines – SN Padu,SN Padu,2025-10-14,Beer,Signature,1.0,90,,63.0
Teja Wines – Ongole,Ongole,2025-09-11,Whisky,Kingfisher,20.0,500,Cash,56.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-10,Vodka,Bacardi,,120,UPI,47.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-19,Wine,Signature,3.0,300,,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-29,Wine,Royal Stag,10.0,180,,32.0
Teja Wines – SN Padu,SN Padu,2025-09-29,Rum,Kingfisher,,220,Cash,31.0
Teja Wines – Ongole,Ongole,2025-08-15,Brandy,Kingfisher,5.0,300,,23.0
Teja Wines – Ongole,Ongole,2025-12-29,Beer,Kingfisher,1.0,180,Card,39.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-22,Whisky,Smirnoff,,90,Cash,33.0
Teja Wines – Ongole,Ongole,2025-12-09,Wine,Signature,10.0,500,Cash,61.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-15,Whisky,Signature,,90,Card,23.0
Teja Wines – Ongole,Ongole,2025-07-05,Brandy,Smirnoff,,120,UPI,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-17,Beer,Signature,,220,,61.0
Teja Wines – Ongole,Ongole,2025-11-18,Whisky,Royal Stag,2.0,150,UPI,32.0
Teja Wines – Ongole,Ongole,2025-10-17,Beer,Smirnoff,,220,,54.0
Teja Wines – Ongole,Ongole,2025-07-29,Wine,Kingfisher,1.0,750,Cash,34.0
Teja Wines – SN Padu,SN Padu,2025-07-28,Whisky,,4.0,1000,UPI,48.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-18,Whisky,Signature,5.0,750,,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-02,Wine,,3.0,90,UPI,58.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-17,Rum,Royal Stag,3.0,150,UPI,19.0
Teja Wines – SN Padu,SN Padu,2025-08-21,Rum,Kingfisher,4.0,750,Cash,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-06,Brandy,Smirnoff,10.0,220,Card,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-27,Brandy,Smirnoff,,300,Card,36.0
Teja Wines – SN Padu,SN Padu,2025-11-03,Beer,McDowell's,2.0,90,UPI,25.0
Teja Wines – SN Padu,SN Padu,2025-10-24,Rum,Kingfisher,5.0,1000,UPI,36.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-05,Whisky,,2.0,120,Cash,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-29,Beer,Smirnoff,10.0,1000,,18.0
